,Acinar-mix,Activated stellate cells,Alpha cells,Beta cells,Delta cells,Ductal cells,Endothelial cells,Gamma cells,Idling acinar cells,MUC5B+ ductal cells,Macrophages,Quiescent stellate cells,Secretory acinar cells,Stressed beta cells
BUB3,0.0,0.0,0.0,0.0,0.23526073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30609763
BUD23,0.0,0.0,0.9209206,0.5128068,0.7986412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47076237
BUD31,0.0,0.0,0.9142705,0.54316616,0.76866573,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725937
BZW1,0.0,0.0,0.8441295,0.30790007,0.43662792,0.0,0.0,0.47296497,0.0,0.0,0.0,0.0,0.0,0.3977822
LRMDA,1.5550926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C11orf58,0.0,0.0,1.1791658,0.9791916,1.0190418,0.0,0.0,0.9279876,0.0,0.0,0.0,0.0,0.0,1.0648341
C12orf57,0.0,0.0,1.5400628,1.3967392,1.4007255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5331024
C12orf75,0.0,0.0,1.2183671,1.1018226,0.0,0.0,0.0,0.6227317,0.0,0.0,0.0,0.0,0.0,0.94437873
C14orf132,0.0,0.0,0.0,0.44474298,0.33089858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C15orf48,0.0,0.0,0.38841593,0.0,0.24328163,0.0,0.0,0.38363975,0.0,0.0,0.0,0.0,0.0,0.0
C15orf61,0.0,0.0,0.0,0.38024905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5687447
C19orf53,0.0,0.0,1.3663707,1.141188,1.2353467,0.0,0.0,0.6219479,0.0,0.0,0.0,0.0,0.0,0.94076115
C1D,0.0,0.0,0.53178996,0.44909495,0.6329192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46016052
C1QBP,0.0,0.0,0.77376693,0.56871974,0.59668803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5348332
C1QL1,0.0,0.0,0.0,0.21036546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1orf122,0.0,0.0,0.9415077,0.77910626,0.7683178,0.0,0.0,0.41398343,0.0,0.0,0.0,0.0,0.0,0.733056
C1orf43,0.0,0.0,1.1896194,0.9701658,0.92738247,0.0,0.0,0.65357304,0.0,0.0,0.0,0.0,0.0,1.2594097
C22orf39,0.0,0.0,0.0,0.2965933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CEP15,0.0,0.0,1.0459886,0.7534378,0.9958031,0.0,0.0,0.2565239,0.0,0.0,0.0,0.0,0.0,0.44860327
PGCKA1,1.8605715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARLN,0.0,0.0,0.87602913,0.79200864,0.7003747,0.0,0.0,0.6170203,0.0,0.0,0.0,0.0,0.0,0.44509113
NICOL1,0.0,0.0,1.0857465,1.0533699,1.2443979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6095935
ENSG00000186493,0.0,0.0,0.5388477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6orf62,0.0,0.0,0.3543039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHLSN,0.0,0.0,0.63448656,0.4047746,0.6030836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBLN,0.0,0.0,1.1711452,0.9981681,1.1581639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68239826
C9orf78,0.0,0.0,0.37581557,0.2741505,0.30756718,0.0,0.0,0.3127309,0.0,0.0,0.0,0.0,0.0,0.35003096
CACNA1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6613549,0.0,0.0,0.0,0.0,0.0,0.0
CACYBP,0.0,0.0,0.56842923,0.4404976,0.5398386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4009011
CADM1,0.0,0.0,0.0,0.48016578,0.95551145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26768607
CADPS,0.0,0.0,0.5094428,0.3621567,0.57834524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCOCO2,0.0,0.0,0.16247174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALD1,0.0,2.587205,0.0,0.0,0.45184678,0.0,0.0,0.0,0.0,0.0,0.0,3.119515,0.0,0.0
CALM1,0.0,0.0,2.1022596,1.7054818,1.9704914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4415268
CALM2,0.0,0.0,2.2863402,1.6412764,2.0906105,0.0,0.0,1.7220979,0.0,0.0,0.0,0.0,0.0,1.504086
CALM3,0.0,0.0,1.1787437,0.59304523,0.8193371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4091657
CALR,0.0,0.0,1.2329724,0.9172368,1.0881627,0.0,0.0,0.5632236,0.0,0.0,0.0,0.0,0.0,1.1055264
CALU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40157005
CALY,0.0,0.0,0.0,0.0,0.48508754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMK1D,2.0909004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMK2B,0.0,0.0,0.0,0.0,0.123768285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMK2N1,0.0,0.0,0.58190995,0.43456537,0.44944137,0.0,0.0,1.1047668,0.0,0.0,0.0,0.0,0.0,0.0
CAMLG,0.0,0.0,0.6075597,0.66112643,0.4346614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96637505
CAMTA1,0.0,0.0,0.6022413,0.35237372,0.5090718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30893794
CAP1,0.0,0.0,0.7401433,0.3928038,0.50650334,0.0,0.0,0.34068984,0.0,0.0,0.0,0.0,0.0,0.27126572
CAPNS1,0.0,0.0,0.57615274,0.25700963,0.4822082,0.0,0.0,0.31507593,0.0,0.0,0.0,0.0,0.0,0.0
CAPZA2,0.0,0.0,0.8195146,0.4473279,0.5713319,0.0,0.0,0.4941347,0.0,0.0,0.0,0.0,0.0,0.4091657
CAPZB,0.0,0.0,1.3488694,0.5670387,1.1548909,0.0,0.0,1.0866656,0.0,0.0,0.0,0.0,0.0,0.30546156
CARHSP1,0.0,0.0,0.51688486,0.24393864,0.56651103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000153113,0.0,0.0,0.49840838,0.31321293,0.34793946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBX5,0.0,0.0,0.37160856,0.17479125,0.39916956,0.0,0.0,0.5425786,0.0,0.0,0.0,0.0,0.0,0.0
CBX6,0.0,0.0,0.8280148,0.44283706,0.5011194,0.0,0.0,0.685786,0.0,0.0,0.0,0.0,0.0,0.0
CCDC107,0.0,0.0,0.61572134,0.37146193,0.5337006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34894514
CCDC12,0.0,0.0,0.63988256,0.40455058,0.6157899,0.0,0.0,0.22704312,0.0,0.0,0.0,0.0,0.0,0.0
CCDC124,0.0,0.0,0.62623215,0.2646644,0.45035994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC25,0.0,0.0,0.3838379,0.0,0.3511299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC47,0.0,0.0,0.48101336,0.0,0.13073324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3055133
CCDC85B,0.0,0.0,0.0,0.33883464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC90B,0.0,0.0,0.0,0.24870387,0.33524975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNC,0.0,0.0,0.4410208,0.4020569,0.15338853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54468226
CCND3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20882884
CCNI,0.0,0.0,1.7276735,1.6786174,1.4769334,0.0,0.0,1.246557,0.0,0.0,0.0,0.0,0.0,1.4972792
CCNL1,0.0,0.0,0.29665095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32267883
CCT2,0.0,0.0,0.6025312,0.0,0.5001006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCT3,0.0,0.0,0.803707,0.46621376,0.65941626,0.0,0.0,0.3178338,0.0,0.0,0.0,0.0,0.0,0.36540127
CCT4,0.0,0.0,0.6094307,0.46533942,0.5233939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5450474
CCT5,0.0,0.0,0.53281987,0.0,0.47705477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCT6A,0.0,0.0,0.67708105,0.37128755,0.5504302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39926276
CCT7,0.0,0.0,0.66452867,0.3758762,0.62563586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2920907
CD151,0.0,0.0,0.9400792,0.4365989,0.69246733,0.0,0.0,0.7213243,0.0,0.0,0.0,0.0,0.0,0.35723296
CD164,0.0,0.0,0.96675354,0.44361582,0.44982478,0.0,0.0,0.6296817,0.0,0.0,0.0,0.0,0.0,0.41712904
CD2BP2,0.0,0.0,0.358896,0.0,0.31199586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD320,0.0,0.0,0.5155702,0.2966199,0.391379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD46,0.0,0.0,0.53426266,0.20811054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD47,0.0,0.0,0.70588624,0.0,0.68885005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD59,0.0,0.0,1.4103248,0.9077736,1.3100454,0.0,0.0,1.411522,0.0,0.0,0.0,0.0,0.0,0.43909222
CD63,0.0,0.0,3.1340704,2.0238616,3.0135703,0.0,0.0,1.9945948,0.0,0.0,0.0,0.0,0.0,1.8905851
CD68,0.0,0.0,0.3693424,0.0,0.5533353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.510592,0.0,0.0,0.0
CD81,0.0,0.0,0.4255879,0.28119525,0.37912074,0.0,0.0,0.9125221,0.0,0.0,0.0,0.0,0.0,0.0
CD82,0.0,0.0,0.14871192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD9,0.0,0.0,0.0,0.0,0.8502996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD99,0.0,0.0,2.5622694,1.8523366,1.8105378,0.0,0.0,0.24275391,0.0,0.0,0.0,0.0,0.0,1.7575364
CDC26,0.0,0.0,0.3373776,0.2845053,0.40881795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29198766
CDC37,0.0,0.0,0.48327082,0.24727628,0.41414112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3176546
CDC42,0.0,0.0,1.2862138,0.80172455,0.8716488,0.0,0.0,0.9494536,0.0,0.0,0.0,0.0,0.0,0.6678903
CDC42EP3,0.0,0.0,0.45846796,0.36156428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19920276
CDC42SE2,0.0,0.0,0.42657852,0.0,0.17123735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDH1,0.0,0.0,0.4699062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDIPT,0.0,0.0,0.0,0.22782516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK2AP2,0.0,0.0,0.0,0.1346652,0.4069204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6578423
CDK4,0.0,0.0,0.5264033,0.22364475,0.43413424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25122556
CDK5R2,0.0,0.0,0.0,0.0,0.37996662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDKN1A,0.0,0.0,0.0,0.7885883,0.0,0.0,0.0,0.44595838,0.0,0.0,0.0,0.0,0.0,0.5944774
CDV3,0.0,0.0,0.35166508,0.28438312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43952364
CEBPG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5915445
CEL,3.6397634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1536036,0.0
CELA2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0598898,0.0
CELA3A,4.536664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.71941,0.0
CELA3B,4.134269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9249067,0.0
CELF1,0.0,0.0,0.44036943,0.0,0.0,0.0,0.0,0.32657623,0.0,0.0,0.0,0.0,0.0,0.0
CELF4,0.0,0.0,0.0,0.0,0.4062556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENPX,0.0,0.0,0.3627144,0.2584926,0.32059747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFDP1,0.0,0.0,0.6047188,0.30897164,0.5128472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFL1,0.0,0.0,2.4814463,1.5870394,2.1984105,0.0,0.0,2.0776951,0.0,0.0,0.0,0.0,0.0,1.1192641
CFTR,0.0,0.0,0.0,0.0,0.0,3.9429188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHCHD1,0.0,0.0,0.46932212,0.23857307,0.4169175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHCHD2,0.0,0.0,2.378006,2.0353124,2.3564463,0.0,0.0,1.5901904,0.0,0.0,0.0,0.0,0.0,2.0892205
CHCHD5,0.0,0.0,0.38421482,0.33113617,0.5055095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28929108
CHCHD7,0.0,0.0,0.35390475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHD9,0.0,0.0,0.5351924,0.43120128,0.5086485,0.0,0.0,0.8313537,0.0,0.0,0.0,0.0,0.0,0.0
CHGB,0.0,0.0,2.1278906,1.3779342,2.0141776,0.0,0.0,2.8375669,0.0,0.0,0.0,0.0,0.0,1.3453729
CHID1,0.0,0.0,0.5676503,0.0,0.043746386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHMP1B,0.0,0.0,0.43283626,0.3532226,0.42250687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52379364
CHMP2A,0.0,0.0,1.3087672,0.90069807,1.2872825,0.0,0.0,0.63612914,0.0,0.0,0.0,0.0,0.0,0.6505039
CHMP2B,0.0,0.0,0.5489121,0.3408607,0.378678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45417768
CHMP3,0.0,0.0,0.8011262,0.5662802,0.68056434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4801364
CHMP4B,0.0,0.0,0.8135607,0.5952655,0.71472,0.0,0.0,0.40465993,0.0,0.0,0.0,0.0,0.0,1.0821218
CHMP5,0.0,0.0,0.60289615,0.4770316,0.51306224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6027838
CHN2,1.9571365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHPF,0.0,0.0,0.5548945,0.58572304,0.52972806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51399225
CHRM3,2.9056501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.083477,0.0,0.0,0.0,0.0,0.0
CHTOP,0.0,0.0,0.449372,0.1747431,0.26079422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20070705
CHURC1,0.0,0.0,0.6043985,0.5359856,0.5926092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33006632
CIAO2B,0.0,0.0,1.329176,0.70743465,1.107781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8315014
CIB1,0.0,0.0,1.3119307,0.7840543,1.1090639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6399037
CIR1,0.0,0.0,0.0,0.2057884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29553378
CIRBP,0.0,0.0,1.7907498,1.8307148,1.6603904,0.0,0.0,1.3763468,0.0,0.0,0.0,0.0,0.0,2.2992797
CISD1,0.0,0.0,0.69058204,0.5649578,0.72383803,0.0,0.0,0.55986935,0.0,0.0,0.0,0.0,0.0,0.34459105
CISD2,0.0,0.0,0.6512059,0.55917686,0.62724674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6877168
CKAP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20878072
CKB,0.0,0.0,0.22405392,0.2299403,0.3199973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49434683
CKLF,0.0,0.0,0.5671488,0.0,0.47688487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CKS1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27202302
CLDN3,0.0,0.0,0.4399068,0.20312484,0.45393652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLDN4,0.0,0.0,0.3324033,0.0,0.3160507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLPP,0.0,0.0,0.5240042,0.2517916,0.40207738,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLPTM1,0.0,0.0,0.49804088,0.0,0.20693955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLTA,0.0,0.0,1.2035997,0.88148963,1.117727,0.0,0.0,0.51890516,0.0,0.0,0.0,0.0,0.0,1.0179114
CLTB,0.0,0.0,0.7664833,0.4421902,0.78970855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46804696
CLTC,0.0,0.0,0.590143,0.36378837,0.49848443,0.0,0.0,0.8026526,0.0,0.0,0.0,0.0,0.0,0.0
CLU,0.0,0.0,3.2779622,1.0171024,2.3368146,0.0,0.0,2.7501762,0.0,0.0,0.0,0.0,0.0,1.1277032
CMAS,0.0,0.0,0.44392616,0.34466302,0.53000116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMC1,0.0,0.0,0.0,0.0,0.12640283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMIP,0.0,0.0,0.0,0.20625046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMPK1,0.0,0.0,0.6121628,0.48518354,0.440468,0.0,0.0,0.53331983,0.0,0.0,0.0,0.0,0.0,0.41723502
CMTM6,0.0,0.0,0.5987117,0.28295332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMTM8,0.0,0.0,0.42956954,0.4384271,0.0,0.0,0.0,0.68453896,0.0,0.0,0.0,0.0,0.0,0.18452802
CNBP,0.0,0.0,1.0257365,0.8966363,0.8762746,0.0,0.0,0.6080879,0.0,0.0,0.0,0.0,0.0,1.0147616
CNIH1,0.0,0.0,0.5023323,0.20832463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21693687
CNOT7,0.0,0.0,0.56023794,0.5147902,0.4625745,0.0,0.0,0.23152472,0.0,0.0,0.0,0.0,0.0,0.35406297
CNP,0.0,0.0,0.0,0.31165075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNPY2,0.0,0.0,1.2195215,0.98897016,1.0811234,0.0,0.0,0.6443481,0.0,0.0,0.0,0.0,0.0,0.54416585
COA3,0.0,0.0,0.7309135,0.6177628,0.5731831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2198142
COA4,0.0,0.0,0.7060096,0.37910622,0.5657209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL4A1,0.0,1.5543127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8565505,0.0,0.0
COL4A2,0.0,2.000814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1619287,0.0,0.0
COL6A1,0.0,1.06264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL6A2,0.0,2.0538797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9407511,0.0,0.0
COL6A3,0.0,1.0217083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMMD3,0.0,0.0,0.0,0.22780696,0.4027339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMMD6,0.0,0.0,1.1720033,1.1373444,1.1827269,0.0,0.0,0.55956197,0.0,0.0,0.0,0.0,0.0,0.95056677
COMT,0.0,0.0,0.54257727,0.0,0.30372936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMTD1,0.0,0.0,0.0,0.30006313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37589046
COPA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45852655,0.0,0.0,0.0,0.0,0.0,0.0
COPE,0.0,0.0,1.5057974,0.94209635,1.3572028,0.0,0.0,0.6094882,0.0,0.0,0.0,0.0,0.0,1.0201998
COPRS,0.0,0.0,0.4885926,0.4145241,0.43782258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPS3,0.0,0.0,0.26567233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3094101
COPS5,0.0,0.0,0.0,0.0,0.3099724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPS6,0.0,0.0,0.63536197,0.41400188,0.66819143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27741468
COPS9,0.0,0.0,0.92853844,0.8139105,0.87337995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5473001
COPZ1,0.0,0.0,1.2110502,0.7429491,1.1554866,0.0,0.0,0.6775991,0.0,0.0,0.0,0.0,0.0,0.73669887
COQ10B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33883166
COQ4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26673794
COTL1,0.0,0.0,0.4647522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX11,0.0,0.0,0.0,0.24618992,0.1262216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX14,0.0,0.0,1.0409553,1.0568278,1.1160102,0.0,0.0,0.35639966,0.0,0.0,0.0,0.0,0.0,0.71408546
COX16,0.0,0.0,0.6567452,0.5987856,0.7606195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47392163
COX17,0.0,0.0,1.7968171,1.4485866,1.6987312,0.0,0.0,1.3826959,0.0,0.0,0.0,0.0,0.0,0.8971236
COX20,0.0,0.0,0.4484294,0.43753052,0.49591064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COX4I1,0.0,0.0,2.124421,1.9428053,2.0718212,0.0,0.0,1.2749549,0.0,0.0,0.0,0.0,0.0,2.132629
COX5A,0.0,0.0,1.0416867,0.8547573,1.1196232,0.0,0.0,0.4592926,0.0,0.0,0.0,0.0,0.0,0.6360933
COX6A1,0.0,0.0,1.870256,1.3765969,1.66183,0.0,0.0,1.3305631,0.0,0.0,0.0,0.0,0.0,1.2015051
COX6B1,0.0,0.0,1.7572008,1.3212698,1.6376092,0.0,0.0,0.7928131,0.0,0.0,0.0,0.0,0.0,0.96839726
COX6C,0.0,0.0,1.6522563,1.4825274,1.6652974,0.0,0.0,1.3529477,0.0,0.0,0.0,0.0,0.0,1.1138823
COX7A2,0.0,0.0,2.0268605,1.8087025,2.0695193,0.0,0.0,1.4157667,0.0,0.0,0.0,0.0,0.0,1.5656595
COX7A2L,0.0,0.0,1.2233802,1.1338007,1.0645348,0.0,0.0,0.6014015,0.0,0.0,0.0,0.0,0.0,1.2911474
COX7B,0.0,0.0,1.3601471,1.2842147,1.5112754,0.0,0.0,1.0137057,0.0,0.0,0.0,0.0,0.0,1.107471
COX7C,0.0,0.0,2.073872,1.9444715,2.1833022,0.0,0.0,1.3813852,0.0,0.0,0.0,0.0,0.0,1.7204704
COX8A,0.0,0.0,2.254503,1.6978232,2.0679867,0.0,0.0,1.8027363,0.0,0.0,0.0,0.0,0.0,1.3736783
CPA1,4.2985806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.504557,0.0
CPA2,3.7314777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5033646,0.0
CPB1,3.5432634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7384286,0.0
CPE,0.0,0.0,1.9518132,2.0181756,1.8709565,0.0,0.0,2.4950602,0.0,0.0,0.0,0.0,0.0,2.399065
CPNE3,0.0,0.0,0.83628947,0.37688679,0.41020393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREB3,0.0,0.0,0.0,0.12238997,0.33799064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CREB3L2,0.0,0.0,0.0,0.110308975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRELD2,0.0,0.0,0.424927,0.3800004,0.43330786,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6163481
CREM,0.0,0.0,0.16211271,0.0,0.2992348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRIP2,0.0,0.0,0.96795833,0.63746685,0.7854478,0.0,0.0,0.4599259,0.0,0.0,0.0,0.0,0.0,0.39479098
CRISPLD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9806391,0.0,0.0
CRYBA2,0.0,0.0,2.0390072,0.48649544,0.9456126,0.0,0.0,0.29816145,0.0,0.0,0.0,0.0,0.0,0.37460828
CRYZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08178789,0.0,0.0,0.0,0.0,0.0,0.0
CSDE1,0.0,0.0,0.9004487,0.71311605,0.6537864,0.0,0.0,0.9026278,0.0,0.0,0.0,0.0,0.0,0.6040222
