,Acinar-mix,Activated stellate cells,Alpha cells,Beta cells,Delta cells,Ductal cells,Endothelial cells,Gamma cells,Idling acinar cells,MUC5B+ ductal cells,Macrophages,Quiescent stellate cells,Secretory acinar cells,Stressed beta cells
CSNK1A1,0.0,0.0,0.7552422,0.56514627,0.602422,0.0,0.0,0.5493811,0.0,0.0,0.0,0.0,0.0,0.51968205
CSNK1D,0.0,0.0,0.31376198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSRP1,0.0,0.0,0.4694456,0.0,0.3794921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CST3,0.0,0.0,2.3614938,1.646272,1.9412787,0.0,0.0,1.3018416,0.0,0.0,0.0,0.0,0.0,2.0876052
CSTB,0.0,0.0,1.6087983,1.3461926,1.4840201,0.0,0.0,1.01492,0.0,0.0,0.0,0.0,0.0,0.9070905
CTDNEP1,0.0,0.0,0.48971534,0.21847863,0.37447348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNNA1,0.0,0.0,0.3579244,0.0,0.0,0.0,0.0,0.52965045,0.0,0.0,0.0,0.0,0.0,0.0
CTNND2,2.236574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTRC,3.6214848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5317993,0.0
CTSA,0.0,0.0,0.40679455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSD,0.0,0.0,0.5004328,0.4174382,0.42214125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46313977
CTSL,0.0,0.0,0.60609794,0.2950025,0.6830281,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35053918
CTSZ,0.0,0.0,0.547633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUEDC2,0.0,0.0,0.0,0.23109183,0.35767543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CUZD1,2.375119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45287618,0.0
CWC15,0.0,0.0,0.5312549,0.377827,0.50141287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40533185
CXXC5,0.0,0.0,0.0,0.5230136,0.65797687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYB561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30319825
CYB5A,0.0,0.0,0.42576265,0.38191992,0.5103861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28444418
CYB5R3,0.0,0.0,0.7244126,0.4048577,0.6066792,0.0,0.0,0.72687864,0.0,0.0,0.0,0.0,0.0,0.0
CYC1,0.0,0.0,0.94542646,0.4717464,0.7499589,0.0,0.0,0.4365821,0.0,0.0,0.0,0.0,0.0,0.34510148
CYCS,0.0,0.0,1.3080775,1.0133529,1.0455607,0.0,0.0,0.48613647,0.0,0.0,0.0,0.0,0.0,1.0216513
CYSTM1,0.0,0.0,2.3070579,1.2158568,1.6052802,0.0,0.0,0.9672713,0.0,0.0,0.0,0.0,0.0,1.0931424
DAD1,0.0,0.0,1.4467963,1.1380434,1.494354,0.0,0.0,0.7174968,0.0,0.0,0.0,0.0,0.0,1.2696224
DAP,0.0,0.0,0.73711073,0.4862783,0.523345,0.0,0.0,0.63339686,0.0,0.0,0.0,0.0,0.0,0.7805133
DAP3,0.0,0.0,0.30819637,0.2805956,0.21459687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2475313
DAZAP2,0.0,0.0,0.58163726,0.40331012,0.46286348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53024554
DBI,0.0,0.0,1.2939425,1.2502093,1.1026597,0.0,0.0,0.61303234,0.0,0.0,0.0,0.0,0.0,0.59288055
DCTN2,0.0,0.0,0.7315283,0.42518374,0.5826423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5264742
DCTN3,0.0,0.0,0.85736597,0.4888606,0.81754935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5639681
DCTN6,0.0,0.0,0.43868116,0.22218768,0.42826182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23752831
DCXR,0.0,0.0,0.2534113,0.2860086,0.18179108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDIT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2760674
DDOST,0.0,0.0,0.49938664,0.29739302,0.51018643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33006632
DDRGK1,0.0,0.0,0.46528608,0.2714732,0.42989847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDX1,0.0,0.0,0.47511464,0.18707928,0.3885606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDX17,0.0,0.0,0.5676503,0.39227313,0.54567254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDX21,0.0,0.0,0.5699435,0.28493786,0.37349024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28881153
DDX46,0.0,0.0,0.6020918,0.4645379,0.5584078,0.0,0.0,0.38311315,0.0,0.0,0.0,0.0,0.0,0.33231893
DDX5,0.0,0.0,1.3912838,1.0254784,1.1628081,0.0,0.0,1.5006063,0.0,0.0,0.0,0.0,0.0,0.62077165
DECR1,0.0,0.0,0.0,0.0,0.28342068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEK,0.0,0.0,0.7287561,0.5984595,0.63460124,0.0,0.0,0.30406588,0.0,0.0,0.0,0.0,0.0,0.53015924
DERL2,0.0,0.0,0.317005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54468226
DGCR6L,0.0,0.0,0.4254776,0.39116192,0.39367327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23273006
DGUOK,0.0,0.0,0.95029914,0.72993755,1.0720047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69535446
DHPS,0.0,0.0,0.0,0.0,0.37783068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHRS2,0.0,0.0,0.0,0.39908516,0.8112602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHRS7,0.0,0.0,0.0,0.35794377,0.5442569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38455138
DHX29,0.0,0.0,0.0,0.2609105,0.3488232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22017863
DIRAS3,0.0,0.0,0.0,0.0,0.59507275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DLK1,0.0,0.0,0.0,0.30084085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7742234
DMAC1,0.0,0.0,0.5377346,0.3159896,0.41572163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1453183,0.0,0.0
DMKN,0.0,0.0,0.58086705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJA1,0.0,0.0,0.91410637,0.4746952,0.70354915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59201324
DNAJB11,0.0,0.0,0.0,0.1550585,0.43589446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.762628
DNAJB2,0.0,0.0,0.3388694,0.30119225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42716593
DNAJB6,0.0,0.0,0.73738086,0.4938361,0.5198663,0.0,0.0,0.31863755,0.0,0.0,0.0,0.0,0.0,0.4650768
DNAJB9,0.0,0.0,0.45392603,0.72411126,0.5669977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4809506
DNAJC1,0.0,0.0,0.0,0.22062999,0.27666605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20008655
DNAJC12,0.0,0.0,1.2604046,1.0244585,1.2751526,0.0,0.0,0.5952055,0.0,0.0,0.0,0.0,0.0,1.509798
DNAJC15,0.0,0.0,0.639819,0.44506094,0.5679539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC19,0.0,0.0,0.46979374,0.49722147,0.4913355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35285112
DNAJC3,0.0,0.0,0.50875425,0.62155527,0.49714378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65221786
DNAJC4,0.0,0.0,0.0,0.20315792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34695175
DNAJC7,0.0,0.0,0.5281388,0.518653,0.5807456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33625525
DNAJC8,0.0,0.0,0.69065654,0.36469385,0.527939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35360757
DNALI1,0.0,0.0,0.0,0.0,0.28528458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNPH1,0.0,0.0,0.12807748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNTTIP2,0.0,0.0,0.12926123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33765355
DPM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25081384
DPM2,0.0,0.0,0.50917774,0.0,0.282142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPM3,0.0,0.0,0.6680292,0.5035206,0.68706566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPP10,1.4436775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPP7,0.0,0.0,0.86150146,0.43353197,0.6342161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42265728
DPY30,0.0,0.0,0.6261308,0.45951855,0.5128472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPYD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9858662,0.0,0.0,0.0
DPYSL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4522611,0.0,0.0,0.0,0.0,0.0,0.0
DPYSL3,0.0,0.0,0.0,0.0,0.5018822,0.0,0.0,0.25726333,0.0,0.0,0.0,0.0,0.0,0.0
DRAP1,0.0,0.0,0.954266,0.5500162,0.9118069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39332026
DSP,0.0,0.0,0.59053767,0.3687327,0.5327036,0.0,0.0,0.8721017,0.0,0.0,0.0,0.0,0.0,0.0
DST,0.0,0.0,0.8029071,0.46755666,0.6169858,0.0,0.0,0.9123655,0.0,0.0,0.0,0.0,0.0,0.19979775
DSTN,0.0,0.0,2.277762,2.04721,2.3257916,0.0,0.0,1.5453546,0.0,0.0,0.0,0.0,0.0,2.0331123
DTD1,0.0,0.0,0.48364016,0.0,0.37082797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTNA,2.08718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP23,0.0,0.0,0.46904188,0.0,0.22608988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP26,0.0,0.0,0.36565802,0.6046308,0.61625016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3680944
DUT,0.0,0.0,0.0,0.36054623,0.2318753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYNC1H1,0.0,0.0,0.49284267,0.17327939,0.43165046,0.0,0.0,0.63538295,0.0,0.0,0.0,0.0,0.0,0.0
DYNC1LI2,0.0,0.0,0.0,0.0,0.22736236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYNLL1,0.0,0.0,1.3680089,1.21052,1.6071333,0.0,0.0,1.0438018,0.0,0.0,0.0,0.0,0.0,1.2001828
DYNLRB1,0.0,0.0,1.5973554,1.1674447,1.5101037,0.0,0.0,1.0919954,0.0,0.0,0.0,0.0,0.0,0.67243546
DYNLT1,0.0,0.0,1.2379891,0.78793406,1.039762,0.0,0.0,0.6236549,0.0,0.0,0.0,0.0,0.0,0.56081843
DYNLT3,0.0,0.0,0.7520718,0.4957224,0.41921383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60632527
DZIP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4414932,0.0,0.0,0.0,0.0,0.0,0.0
EAPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2995379
EBAG9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27830827
EBF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7415044,0.0,0.0
EBNA1BP2,0.0,0.0,0.58989215,0.30098218,0.5392051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29471788
ECHS1,0.0,0.0,0.62481743,0.38973385,0.5867928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40192994
ECI2,0.0,0.0,0.0,0.0,0.40853906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDF1,0.0,0.0,1.8706245,1.5461423,1.675103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4197233
EDIL3,0.0,0.0,0.43007603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEF1A1,0.0,0.0,3.8529186,3.7979999,3.7319317,0.0,0.0,3.671073,0.0,0.0,0.0,0.0,0.0,4.091399
EEF1E1,0.0,0.0,0.38465622,0.0,0.31297827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEF2,0.0,0.0,1.6629549,1.7887709,1.3442851,0.0,0.0,1.4011877,0.0,0.0,0.0,0.0,0.0,1.9532315
EGR1,0.0,0.0,0.59802943,0.4487568,1.2702875,0.0,0.0,1.2716241,0.0,0.0,0.0,0.0,0.0,0.0
EI24,0.0,0.0,0.9703269,0.825958,0.657338,0.0,0.0,0.48708063,0.0,0.0,0.0,0.0,0.0,0.5765454
EID1,0.0,0.0,1.5895997,1.3625044,1.7361717,0.0,0.0,1.5277045,0.0,0.0,0.0,0.0,0.0,1.2390647
EIF1,0.0,0.0,2.9316974,2.6144166,2.7597303,0.0,0.0,2.1966605,0.0,0.0,0.0,0.0,0.0,3.4926994
EIF1AX,0.0,0.0,1.0672265,0.7200957,0.7618355,0.0,0.0,0.66634744,0.0,0.0,0.0,0.0,0.0,0.51640725
EIF1B,0.0,0.0,0.85185707,0.7332996,0.7033012,0.0,0.0,0.45165643,0.0,0.0,0.0,0.0,0.0,1.4093391
EIF2A,0.0,0.0,0.0,0.24337783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42265728
EIF2S2,0.0,0.0,0.9377086,0.5993619,0.736075,0.0,0.0,0.48648763,0.0,0.0,0.0,0.0,0.0,0.6858284
EIF3A,0.0,0.0,0.5707958,0.35244274,0.41751784,0.0,0.0,0.42837536,0.0,0.0,0.0,0.0,0.0,0.40211016
EIF3D,0.0,0.0,0.55220187,0.4394844,0.45097962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56572086
EIF3E,0.0,0.0,0.9127563,1.0555766,0.9342355,0.0,0.0,0.38098693,0.0,0.0,0.0,0.0,0.0,1.2072964
EIF3F,0.0,0.0,0.7910243,0.6826484,0.65562224,0.0,0.0,0.21943969,0.0,0.0,0.0,0.0,0.0,0.82840204
EIF3G,0.0,0.0,0.7229495,0.6005876,0.6987438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.757537
EIF3H,0.0,0.0,0.9172067,0.94903994,1.0050346,0.0,0.0,0.38452095,0.0,0.0,0.0,0.0,0.0,1.1052225
EIF3I,0.0,0.0,0.91759026,0.44640413,0.7790215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.650241
EIF3J,0.0,0.0,0.5146006,0.31406337,0.42574427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF3L,0.0,0.0,0.7255702,0.9218401,0.7311928,0.0,0.0,0.63146484,0.0,0.0,0.0,0.0,0.0,1.1090876
EIF3M,0.0,0.0,0.118683636,0.31504977,0.37670732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3819051
EIF4A1,0.0,0.0,1.309902,0.6495739,1.2872427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8997556
EIF4A2,0.0,0.0,1.1296844,1.3505948,1.0909054,0.0,0.0,0.87418675,0.0,0.0,0.0,0.0,0.0,1.675356
EIF4B,0.0,0.0,0.62481743,0.61394984,0.47274607,0.0,0.0,0.6775991,0.0,0.0,0.0,0.0,0.0,0.636212
EIF4E,0.0,0.0,0.62220085,0.3724556,0.50192064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47910467
EIF4EBP1,0.0,0.0,0.76762104,0.4032277,0.36010033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35285112
EIF4G1,0.0,0.0,0.3416191,0.0,0.2939502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4G2,0.0,0.0,1.2030287,0.87976694,0.94617057,0.0,0.0,1.3515736,0.0,0.0,0.0,0.0,0.0,0.6627927
EIF4H,0.0,0.0,0.74066675,0.4627652,0.51643455,0.0,0.0,0.5325116,0.0,0.0,0.0,0.0,0.0,0.54724896
EIF5,0.0,0.0,1.0014433,0.81140506,0.8793751,0.0,0.0,0.65886486,0.0,0.0,0.0,0.0,0.0,0.9467534
EIF5B,0.0,0.0,0.7858212,0.5945108,0.67214626,0.0,0.0,0.6273726,0.0,0.0,0.0,0.0,0.0,0.44838852
EIF6,0.0,0.0,0.81693155,0.4038963,0.7174945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45761397
ELAPOR1,0.0,0.0,0.41840404,0.17241263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELAVL4,0.0,0.0,0.0,0.3744592,0.44439787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELF3,0.0,0.0,0.7938689,0.0,0.22792213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELL2,0.0,0.0,1.0619787,0.3086809,0.44008148,0.0,0.0,0.94403595,0.0,0.0,0.0,0.0,0.0,0.1739217
ELMO1,0.0,0.0,0.0,0.21367048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELOB,0.0,0.0,1.6627817,1.3615124,1.548253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0022612
ELOC,0.0,0.0,1.0267417,0.70716095,0.95344853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8937818
ELOF1,0.0,0.0,0.5652119,0.38604686,0.480125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38717434
EMC10,0.0,0.0,1.2765825,0.70014066,0.95704365,0.0,0.0,0.94815576,0.0,0.0,0.0,0.0,0.0,0.68307656
EMC3,0.0,0.0,0.49059775,0.30433264,0.41988388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3621898
EMC4,0.0,0.0,0.7656259,0.54281974,0.7443604,0.0,0.0,0.38098693,0.0,0.0,0.0,0.0,0.0,0.47980762
EMC6,0.0,0.0,0.57795,0.36529332,0.4211353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36586088
EMC7,0.0,0.0,0.8807998,0.41530737,0.8351978,0.0,0.0,0.4365821,0.0,0.0,0.0,0.0,0.0,0.49143404
EMCN,0.0,0.0,0.0,0.0,0.0,0.0,0.36879805,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENO1,0.0,0.0,1.8336802,1.327097,1.9273887,0.0,0.0,1.0252974,0.0,0.0,0.0,0.0,0.0,0.9966416
ENO2,0.0,0.0,0.0,0.17882831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENOPH1,0.0,0.0,0.13008787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENPP2,0.0,0.0,0.35437363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSA,0.0,0.0,1.0113312,0.72958034,0.7908431,0.0,0.0,0.7371555,0.0,0.0,0.0,0.0,0.0,0.5246371
ENY2,0.0,0.0,0.83377767,0.6604322,0.8737255,0.0,0.0,0.33133003,0.0,0.0,0.0,0.0,0.0,0.59876716
EPAS1,0.0,0.0,0.0,0.0,0.0,0.0,1.4969223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000224032,0.0,0.0,0.46135265,0.6205894,0.25544298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1079997
EPC1,0.0,0.0,0.39892387,0.26656985,0.18124628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46887392
EPCAM,0.0,0.0,1.6799676,1.0558122,1.8279271,0.0,0.0,1.3315972,0.0,0.0,0.0,0.0,0.0,1.2479181
EPS8L2,0.0,0.0,0.0,0.0,0.14127326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERGIC2,0.0,0.0,0.14736009,0.3715108,0.3357647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERGIC3,0.0,0.0,0.574859,0.34583074,0.5726432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35509208
ERH,0.0,0.0,1.3229396,0.9005499,1.233871,0.0,0.0,0.45330548,0.0,0.0,0.0,0.0,0.0,0.985892
ERLEC1,0.0,0.0,0.5722053,0.7286451,0.6101882,0.0,0.0,0.33872938,0.0,0.0,0.0,0.0,0.0,0.93277204
ERO1B,0.0,0.0,0.5127845,1.2629994,0.6756555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68894875
ERP29,0.0,0.0,1.3877492,0.9999612,1.0033267,0.0,0.0,0.60624003,0.0,0.0,0.0,0.0,0.0,1.2810253
ERP44,0.0,0.0,0.46194914,0.18763229,0.46996242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46916515
ERRFI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20878072
ESD,0.0,0.0,0.765985,0.51325065,0.6370994,0.0,0.0,0.3364943,0.0,0.0,0.0,0.0,0.0,0.39725384
ETFA,0.0,0.0,0.3725048,0.0,0.35899588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETFB,0.0,0.0,0.7275511,0.3312247,0.68754464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22109266
ETFRF1,0.0,0.0,0.0,0.35972682,0.374417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETV1,0.0,0.0,0.0,0.0,0.69515324,0.0,0.0,1.2537892,0.0,0.0,0.0,0.0,0.0,0.0
EWSR1,0.0,0.0,0.60414445,0.38323474,0.47741455,0.0,0.0,0.478086,0.0,0.0,0.0,0.0,0.0,0.5567806
EXOC4,2.127809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EZR,0.0,0.0,0.71484435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F10,0.0,0.0,0.7796439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FABP5,0.0,0.0,1.1387193,0.0,0.0,0.0,0.0,0.3476975,0.0,0.0,0.0,0.0,0.0,0.0
FAM120A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42031756,0.0,0.0,0.0,0.0,0.0,0.0
NIBAN1,1.8907442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM162A,0.0,0.0,0.0,0.44744802,0.45788053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM174A,0.0,0.0,0.0,0.3576785,0.2939033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4148294
FAM177A1,0.0,0.0,0.74859136,0.65155756,0.60112214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51629823
FAM200B,0.0,0.0,0.48149148,0.5591688,0.48727602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29874453
FAM204A,0.0,0.0,0.4712031,0.0,0.35664827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM229B,0.0,0.0,0.0,0.312033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM32A,0.0,0.0,0.29908666,0.21956706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29731286
FAM3C,0.0,0.0,0.5394135,0.52018434,0.60771203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6319248
FAM50A,0.0,0.0,0.5255399,0.0,0.36322773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FANCF,0.0,0.0,0.0,0.0,0.26490426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FASTK,0.0,0.0,0.0,0.0,0.31491125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAU,0.0,0.0,2.7415972,2.5014944,2.6487694,0.0,0.0,1.8805418,0.0,0.0,0.0,0.0,0.0,2.7547953
FBXL15,0.0,0.0,0.5168985,0.39112708,0.5149799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4172703
FBXO7,0.0,0.0,0.4589569,0.5041472,0.45028776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51329106
FBXW5,0.0,0.0,0.4899846,0.28742397,0.076876186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDPS,0.0,0.0,0.5238217,0.3549456,0.474185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24999444
FEV,0.0,0.0,0.57565844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2182486,0.0,0.0,0.0,0.0
FGFR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7681873,0.0,0.0,0.0,0.0,0.0,0.0
FHIT,1.9853241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0742407,0.0,0.0,0.0,0.0
FIBP,0.0,0.0,0.5966327,0.2685249,0.547495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FICD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38750857
FIS1,0.0,0.0,1.1895576,0.8895889,1.2936223,0.0,0.0,0.5601653,0.0,0.0,0.0,0.0,0.0,0.8708082
