cluster,count
Idling acinar cells,35308
Secretory acinar cells,21444
Ductal cells,18107
Alpha cells,17540
Beta cells,14594
Delta cells,3662
Acinar-mix,3433
Stressed beta cells,2565
Endothelial cells,2106
Activated stellate cells,2066
Macrophages,551
Gamma cells,336
Quiescent stellate cells,142
MUC5B+ ductal cells,62
