cluster_name,skos,manual_mapped_cid,cell_ontology_id
Acinar-mix,,,CL:0002064
Activated stellate cells,,,CL:0002410
Alpha cells,,,CL:0000171
Beta cells,,,CL:0000169
Delta cells,,,CL:0000173
Ductal cells,,,CL:0002079
Endothelial cells,,,CL:0000115
Gamma cells,,,CL:0002275
Idling acinar cells,,,CL:0002064
MUC5B+ ductal cells,,,CL:0002079
Macrophages,,,CL:0000235
Quiescent stellate cells,,,CL:0002410
Secretory acinar cells,,,CL:0002064
Stressed beta cells,,,CL:0000169
