,Diff. Keratinocytes,EpSC and undiff. progenitors,Erythrocytes,Lymphatic EC,Macrophages+DC,Melanocytes,Mesenchymal fibroblasts,Pericytes,Pro-inflammatory fibroblasts,Secretory-papillary fibroblasts,Secretory-reticular fibroblasts,T cells,Vascular EC
STK17B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.668608,0.0
HSPD1,0.41420192,0.75121325,0.0,0.0,0.0,0.0,0.0,0.7362391,0.0,0.0,0.0,0.0,0.0
HSPE1,1.1714524,1.3306699,0.0,0.9271307,1.0898235,1.4511392,1.3199182,1.730714,1.506298,0.0,0.0,0.0,1.4832294
SPATS2L,0.0,0.0,0.0,0.0,0.0,0.20807007,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BZW1,0.4557307,0.6438688,0.0,0.6607293,0.0,0.23070757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFLAR,0.0,0.0,0.0,0.0,1.3159099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1076262
SUMO1,1.350562,1.4336234,0.0,1.0950258,0.0,1.2687949,1.2681653,0.0,0.0,0.88940936,0.9809377,0.0,1.2154813
NBEAL1,2.1552665,2.0865614,0.0,1.985736,1.8790193,1.8289576,2.250149,1.9558326,2.1838264,2.1727157,1.9669447,2.1330388,2.0804045
EEF1B2,2.0978935,2.071866,0.0,1.4798284,1.7764051,1.9142253,1.5376564,1.7061211,1.3938416,0.93053377,0.9946066,1.7651784,1.7758956
FN1,0.0,0.0,0.0,1.2612963,0.0,0.0,1.6360507,0.0,0.0,1.4513894,1.5586393,0.0,0.0
RPL37A,3.896759,3.5545359,0.0,3.5104265,3.1859198,3.4193919,3.2947638,3.4081163,3.1991208,3.0145464,3.0879216,3.4199636,3.3038502
IGFBP5,0.0,0.0,0.0,0.0,0.0,0.0,2.3302965,1.4821767,1.6372061,1.6651236,3.0637743,0.0,0.0
ARPC2,1.9604499,1.9885824,0.0,1.3580797,2.0636215,1.8289576,1.5754441,1.4084858,1.2384843,1.2196686,1.5027571,1.8355696,1.2915777
TUBA4A,0.5613678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCL,1.2579658,1.422894,0.0,0.7656929,0.0,1.2289529,0.0,0.0,0.0,0.0,0.0,0.0,0.46404406
PTMA,4.007785,4.126441,0.0,4.07019,3.9398687,3.8063302,3.7087064,4.2114124,3.7591317,3.8667593,3.5593784,3.8848388,4.3553004
ARL4C,0.0,0.0,0.0,0.0,1.0088574,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPS8,0.0,0.0,0.0,0.0,0.0,0.23070757,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL6A3,0.0,0.0,0.0,0.0,0.0,0.0,2.2461524,0.0,1.1134975,1.6126456,1.4252887,0.0,0.0
LRRFIP1,0.70057917,1.0179679,0.0,1.1951406,1.5069132,1.0245206,0.0,0.0,0.0,0.0,0.0,0.0,1.3125257
COPS9,0.8193549,0.0,0.0,0.8823533,0.0,1.0292981,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHLHE40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7840543
