,Diff. Keratinocytes,EpSC and undiff. progenitors,Erythrocytes,Lymphatic EC,Macrophages+DC,Melanocytes,Mesenchymal fibroblasts,Pericytes,Pro-inflammatory fibroblasts,Secretory-papillary fibroblasts,Secretory-reticular fibroblasts,T cells,Vascular EC
LMCD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3938416
BRK1,1.0158842,0.8923759,0.0,1.4377805,0.0,1.1725291,1.4444256,1.1575787,0.0,1.229509,1.3075854,0.0,1.1955804
RPL32,4.3201966,4.2163444,1.5388472,4.3038125,3.9230657,3.9757645,3.9347491,4.0264635,4.0616274,3.894062,3.7328887,4.3072953,4.2727885
FBLN2,0.0,0.0,0.0,0.0,0.0,0.0,0.93598306,0.0,0.0,0.0,1.9506392,0.0,0.0
ANKRD28,0.0,0.0,0.0,0.0,0.0,0.29078627,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB5A,0.31701487,0.46347478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF385D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7667404
RPL15,4.062312,3.9513235,0.0,4.005971,3.6454978,3.7386138,3.6782596,3.822814,3.6774113,3.575773,3.527297,3.7372792,3.8494976
TGFBR2,0.0,0.0,0.0,1.2216146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0210828
CMTM6,0.0,0.0,0.0,0.0,1.6857042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPSA,2.5109386,2.5027533,0.0,2.397441,2.0736878,2.2679286,2.0857525,2.1453867,2.0299566,1.7754883,1.8026757,2.7273638,2.1335855
EIF1B,0.0,0.0,0.0,0.24802434,0.0,0.0,0.0,0.8616506,0.0,0.0,0.0,0.0,0.0
RPL14,3.145996,3.1089718,0.0,3.0254602,2.7346635,2.941926,2.6979756,3.032919,2.8895457,2.7601545,2.6722884,3.1493726,2.8232305
CTNNB1,0.0,0.0,0.0,0.0,0.0,0.4122534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIGD1A,0.50798845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMA7,1.9338838,1.8206681,0.0,1.9652723,1.6885161,1.9465104,1.9690636,1.5180147,1.7814181,1.9584427,1.9524574,1.9902167,1.6841538
GPX1,0.0,0.66652757,0.0,1.1862271,1.761775,0.8318017,0.0,0.0,0.0,0.0,0.0,0.0,1.4423193
RHOA,0.91722924,0.9045438,0.0,1.4429815,1.1711466,1.2913864,1.491318,1.3651527,0.0,1.3877211,1.7155917,0.0,1.3597435
GNAI2,0.0,0.0,0.0,0.8381885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL29,3.5583837,3.3719418,0.0,3.2823715,2.9926975,3.1446748,3.1865797,3.210181,3.1764739,3.0512137,2.9525638,3.1808853,3.250913
SPCS1,0.0,0.0,0.0,0.0,0.0,0.6641624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELENOK,1.4886081,1.5545034,0.0,1.160006,2.1463509,1.4984248,1.1739941,1.6212213,1.4840201,1.3761065,1.1554873,2.0392044,1.3867633
ARF4,1.0427065,1.2466362,0.0,0.86295706,0.0,1.0597762,1.4626939,0.0,1.1192989,1.3283195,1.4828348,0.0,0.56123847
ADAMTS9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2196686
ARL6IP5,0.0,0.0,0.0,0.0,0.7544217,1.0881886,0.96572495,0.0,0.0,1.4635229,1.3201199,0.0,0.0
MITF,0.0,0.0,0.0,0.0,0.0,1.7126061,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOXP1,0.0,0.0,0.0,1.3830049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1447915
CLDND1,0.3309537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCNP,0.87417287,0.87750375,0.0,1.0707637,0.0,1.1355306,0.87696385,1.1332579,0.0,0.0,0.0,0.0,0.86513495
RPL24,2.8144944,2.8458517,0.0,2.876647,2.483286,2.644483,2.6988902,2.8749285,2.7428162,2.5564988,2.470377,2.8449612,2.8508115
NFKBIZ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79658455
CD47,0.0,0.0,0.0,0.8641262,0.0,0.40867397,0.0,0.0,0.0,1.0868846,0.0,0.0,0.0
PHLDB2,0.0,0.8260122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC80,0.0,0.0,0.0,0.0,0.0,0.0,1.6150672,0.0,2.1803377,1.6863012,2.5724592,0.0,0.0
COX17,0.0,0.0,0.0,0.0,0.0,0.5157877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSTL1,0.0,0.0,0.0,0.0,0.0,0.0,1.6857834,0.0,1.3059152,1.6328841,2.2182999,0.0,0.0
NDUFB4,0.7423934,0.6438688,0.0,0.8619518,0.0,1.265588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYLK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.403842,0.0,0.0,0.0,0.0,0.0
CHCHD6,0.0,0.0,0.0,0.0,0.0,0.42322016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB7A,0.94683385,1.0887113,0.0,1.0203565,0.0,1.4945437,0.0,0.0,0.0,0.0,0.0,0.0,0.57134867
CNBP,1.495531,1.504207,0.0,1.5794076,1.0222205,1.5965711,1.387556,1.4815212,1.3212245,1.3629802,0.0,0.0,1.299477
RNF7,0.0,0.0,0.0,0.0,0.0,0.41804022,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP1B3,1.1303937,1.4303082,0.0,0.0,1.2052345,1.1312463,0.0,1.1907783,0.0,0.0,0.0,0.0,0.0
PLSCR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52653086
TM4SF1,0.0,0.0,0.0,2.4521317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5629232
WWTR1,0.0,0.0,0.0,0.89914453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71664846
SERP1,1.5262755,1.558046,0.0,0.7499466,1.1101441,1.2437298,0.0,0.0,0.0,0.0,0.7587841,0.0,0.86513495
SELENOT,0.5861558,0.6356961,0.0,0.0,0.0,0.39717388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBNL1,0.69864213,0.6022413,0.0,0.5873109,0.0,0.64993465,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNL1,0.6448573,0.7893967,0.0,0.7587932,0.0,0.5612061,0.0,1.0511973,0.9731857,1.1620108,0.0,0.0,1.0811875
SEC62,0.0,0.8962212,0.0,1.2436074,0.0,0.94562864,1.2882397,0.0,1.2887149,1.3794338,1.2945511,0.0,1.2836922
RPL22L1,0.6070463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP2M1,0.0,0.0,0.0,0.7860117,0.0,0.72981226,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRA2B,0.7874986,0.8991501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4A2,1.5313686,1.7524498,0.0,1.3916082,0.0,1.5950952,1.4242116,1.6818354,1.4208657,1.4431832,1.1593764,1.6924223,1.4602133
LPP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1496334,0.0,0.0,0.0,0.0,0.0
TP63,0.5210298,0.829566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLDN1,1.6938704,1.149964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HES1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0520746,1.5313686,0.0,0.0,0.0
PPP1R2,0.0,0.0,0.0,1.1474743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APOD,0.0,0.0,0.0,0.9175787,0.0,1.9261171,0.0,0.0,2.127809,2.288222,2.093275,0.0,0.0
RPL35A,3.757388,3.6900177,0.0,3.7649603,3.3655884,3.4059825,3.5692892,3.6146977,3.6258237,3.525035,3.3607213,3.7950006,3.6180053
ATP5ME,1.1160102,0.9007957,0.0,1.1645241,0.0,1.1796598,0.0,1.0321798,0.0,0.0,0.9424168,0.0,0.68102163
NICOL1,0.0,0.0,0.0,0.0,0.0,1.3158098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRPAP1,0.0,0.0,0.0,0.0,0.0,0.44533294,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSG1,0.0,0.0,0.0,0.0,0.0,1.265588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRFAP1,0.0,0.0,0.0,0.0,0.0,0.6979566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGFBP1,1.5486419,1.943514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOD3,0.0,0.0,0.0,0.0,0.0,0.0,1.6126506,1.6517031,2.2083235,2.4379303,2.242257,0.0,0.0
RBPJ,0.0,0.0,0.0,0.0,0.90537983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL9,3.3883355,3.283307,0.0,3.1801121,2.920381,2.9360466,2.932349,3.2390127,2.9522412,2.7489552,2.6375268,3.2310905,3.1649334
CHIC2,1.1137723,1.197379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5266728
PDGFRA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88478976,0.0,0.0,0.0
KIT,0.0,0.0,0.0,0.0,0.0,0.7523683,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM165,0.8228483,0.8988908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOPX,0.8493603,1.3143147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGFBP7,0.0,0.0,0.0,3.2931163,0.0,2.1394598,2.0532393,3.2712135,3.3367598,1.861718,2.3469877,0.0,2.4428723
CXCL8,0.6409221,0.8894938,0.0,1.1617628,4.275329,1.0343356,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5815517,1.1886309,0.0,0.0,0.0
CXCL3,0.0,0.0,0.0,0.332792,1.0396261,0.0,0.0,0.0,2.0089893,1.0375017,0.0,0.0,0.0
CXCL2,0.0,0.71090853,0.0,1.8889704,1.7208481,0.5612061,0.0,1.041048,3.0331652,2.120029,1.5091732,0.0,1.3495036
AREG,0.0,1.6129673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNI,1.2072024,1.2854877,0.0,1.6091192,1.4528941,1.5778801,1.9945924,1.6699213,1.9267851,2.1031163,2.0820937,1.5693922,1.6668636
HNRNPD,0.19808634,0.81086075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPDL,1.4256488,1.7208471,0.0,1.1848478,0.9739094,1.5109589,1.3946135,1.5219219,1.1404297,1.2543725,0.0,1.4885195,1.3198158
GPAT3,0.0,0.0,0.0,0.0,1.5342188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSD17B11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9019253
SPARCL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6587241,0.0,0.0,0.0,0.0,2.5664275
PYURF,0.9090769,0.6205595,0.0,0.0,0.0,1.5791018,0.0,0.0,0.0,0.0,0.0,0.0,0.5327908
SNCA,0.0,0.0,0.0,0.0,0.0,1.2775927,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMRN1,0.0,0.0,0.0,2.0507998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDLIM5,0.0,0.47724038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF4E,1.2225345,1.3563104,0.0,0.4856407,0.0,0.7684108,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2AZ1,2.3865786,2.62141,0.0,1.97715,2.2150211,2.511632,1.6212213,2.0121675,2.1789465,1.7876049,1.8649385,1.8435845,2.1866283
EMCN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3365357
PPP3CA,0.0,0.0,0.0,1.0482394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8340355
NFKB1,0.0,0.0,0.0,0.0,1.2967191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2D3,1.8435286,1.9790285,0.0,1.5376692,1.6950042,1.7107714,1.5219328,1.5838568,1.5915993,1.4798144,1.4465282,1.6194323,1.950122
RPL34,4.6663356,4.579709,0.0,4.5253677,4.228842,4.169857,4.2692266,4.313278,4.371364,4.2075458,4.1447906,4.6586466,4.584944
OSTC,0.0,0.0,0.0,0.0,0.0,0.0,1.2276719,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000269893,0.9760627,1.1801282,0.0,0.0,0.0,0.68683255,0.92030877,0.0,1.1591511,0.0,0.0,0.0,1.3053269
ARLN,1.0351545,1.1022253,0.0,1.0165757,0.0,0.99254084,0.0,0.9343159,0.0,0.0,0.9504223,0.0,0.930906
ANXA5,0.0,0.46573842,0.0,1.0939196,1.4620576,1.3424959,1.7050153,1.2357078,1.506298,1.5515661,1.718152,0.0,0.0
SPRY1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2122989
MGST2,0.0,0.0,0.0,1.0806023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS3A,3.7932482,3.697969,0.0,3.4730136,3.4649773,3.441371,3.4210136,3.5653114,3.3571935,3.2213366,3.0924282,3.5937827,3.517531
FBXW7,0.0,0.40967563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SFRP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.596922,2.8213742,0.0,0.0
CPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9186008,0.0,0.0,1.0503283,0.0,0.0
SLC25A4,0.0,0.0,0.0,0.0,0.0,0.47275746,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFS6,0.0,0.0,0.0,0.0,0.0,0.57575494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASP1,0.0,0.0,0.0,0.0,0.8033013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUB1,1.5084871,1.6432365,0.0,1.210001,1.4764178,1.5137166,1.6568334,1.151552,1.3695071,1.1884722,0.0,1.7516618,1.27276
RPL37,3.3469536,3.204625,0.0,3.0629952,2.9946415,2.8296611,2.9955523,2.8613882,3.0002244,2.828208,2.752144,3.3596034,3.0278792
SELENOP,0.6778439,0.5801392,0.0,1.4439331,0.0,0.0,2.0697207,0.0,2.1509495,2.2181168,2.1326017,0.0,0.0
IL6ST,0.0,0.0,0.0,0.84129953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPBP1,0.7012188,0.82234734,0.0,0.73629034,1.3899807,0.68683255,0.0,0.0,0.0,0.0,0.0,0.0,1.0237037
MAST4,1.0994797,1.1431879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75162745
MAP1B,0.0,0.0,0.0,0.0,0.0,0.0,0.9036094,1.3004484,0.0,0.0,1.3608925,0.0,0.0
BTF3,2.5373976,2.6436594,0.0,2.3477364,2.1268325,2.4042,2.3126597,2.4950159,2.1875646,2.1613047,2.0118594,2.0265174,2.4131243
TBCA,0.6429691,0.564753,0.0,0.0,0.0,0.9220593,0.0,0.7558293,0.0,0.0,0.0,0.0,0.0
RPS23,3.8444228,3.7200875,0.0,3.7803707,3.5508344,3.4892554,3.5393782,3.4395075,3.5113635,3.4336646,3.2514527,3.552109,3.6119564
VCAN,0.0,0.0,0.0,0.0,0.0,0.0,1.743355,0.0,1.5501024,1.5791018,1.7330106,0.0,0.0
COX7C,1.9241996,1.7842528,0.0,2.0137792,1.7680953,1.8603423,1.7616751,1.902756,1.65752,1.604973,1.719906,2.095889,1.7025323
ARRDC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7238681,0.0,0.0,1.9838548
MCTP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4960011
ENSG00000153113,0.7685969,0.8954065,0.0,0.792397,0.0,0.78818476,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3336469,1.4796834,0.0,0.0
AP3S1,0.73367465,0.6849492,0.0,0.0,0.0,0.54990256,0.0,0.0,0.0,0.0,1.3981866,0.0,0.0
LOX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2908132,0.0,0.0
PPIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6554611,0.0,0.0
HINT1,2.0512173,2.3273454,0.0,2.1081843,1.7592828,2.08718,1.4161198,1.5078034,1.0391515,1.2582363,1.4628857,2.0282352,1.7838864
CDC42SE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4067374,0.0
PDLIM4,0.0,0.0,0.0,0.0,0.0,0.43741384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRF1,0.0,0.0,0.0,0.640188,0.0,0.0,0.0,0.0,1.5024849,1.4538978,0.0,0.0,0.0
UQCRQ,1.4377723,1.2013193,0.0,1.4087163,1.0293403,1.6282605,1.3924823,1.452517,0.0,1.2233803,1.2833569,0.0,1.164128
VDAC1,0.7734053,0.5763405,0.0,0.0,0.0,0.9284767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKP1,1.6613113,1.6813009,0.0,1.5805559,1.0929779,1.8964969,1.6294746,1.6875637,1.537362,1.5923786,1.4174613,1.6640817,1.3938985
PPP2CA,0.739715,0.8476027,0.0,0.0,0.0,0.4732361,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2B,1.1401403,1.223719,0.0,0.81810915,0.0,1.2289742,0.9591558,0.0,0.0,0.0,0.9752903,0.0,1.1360328
CAMLG,0.31888044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXCL14,2.376432,3.2072375,0.0,1.0776486,1.03422,1.8077706,2.7998004,0.0,3.8404982,4.0187335,4.330447,0.0,0.957485
HNRNPA0,1.3974217,1.5942526,0.0,1.3575151,0.82619375,1.4819137,1.419286,1.5208035,1.5336453,1.4716157,1.4436158,1.5399476,1.3322078
ETF1,0.0,0.4105113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAIP2,0.5109857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECSCR,0.0,0.0,0.0,1.7688003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.291004
STING1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8068547
UBE2D2,0.4597658,0.0,0.0,0.0,0.0,0.6979566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYSTM1,0.0,0.0,0.0,0.0,0.0,1.1812228,0.0,0.0,0.0,0.0,0.0,0.0,1.1827276
TAF7,0.0,0.0,0.0,0.0,0.0,0.5157877,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDFIP1,0.0,0.0,0.0,0.0,0.0,0.5781733,1.1688755,0.0,0.0,0.0,1.2595904,0.0,0.0
ADRB2,0.0,1.1116406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSNK1A1,1.8266575,1.7892638,0.0,0.8908806,0.0,1.0881886,0.0,0.0,0.0,0.0,0.0,0.0,1.0089674
PDGFRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0098594,0.0,0.0,0.0,0.0,0.0
CD74,1.0826379,1.0887113,0.0,1.5372777,4.892578,1.5657879,0.0,0.0,1.4336234,1.1561577,0.0,1.6510212,3.6467094
RPS14,4.6143785,4.429583,1.5310847,4.3489795,4.083475,4.162219,3.9532766,4.209963,4.077331,3.9385571,3.9504766,4.3276544,4.395887
SPARC,0.0,0.0,0.0,0.0,0.0,1.1995143,2.7567935,1.6378736,1.0376194,2.0202518,2.6118238,0.0,1.4037192
ATOX1,0.0,0.0,0.0,0.0,0.0,0.91294384,0.0,0.0,0.0,0.0,0.0,0.0,0.7840543
G3BP1,0.8105138,0.86077857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTTG1,0.0,0.40737417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPM1,1.9757855,2.3067355,0.0,1.9638879,1.5827801,2.098709,2.0720181,2.2314868,1.9705672,1.6721102,1.2200239,2.1685889,1.969041
DUSP1,2.3781319,2.150726,0.0,2.2024012,2.3694847,1.5109589,2.1737509,1.7040954,2.4162781,3.2890568,2.1983514,1.6582079,2.752247
ATP6V0E1,0.85944146,1.0235895,0.0,1.3718088,1.3894715,1.3207545,1.0925517,0.0,1.1404297,1.2796497,1.6056886,0.0,1.2927269
NOP16,0.45118657,0.6162304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIGD2A,0.52334493,0.4067526,0.0,0.7776872,0.0,1.0463779,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLTB,1.7946821,1.7256366,0.0,0.7587932,0.0,1.2364,0.0,0.0,0.0,0.0,1.1284809,0.0,0.0
PRELID1,1.2364,1.1202166,0.0,0.90797627,0.0,1.092253,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMED9,0.0,0.0,0.0,0.0,0.0,0.6641624,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHP2,0.717507,0.46744537,0.0,0.0,0.0,0.70331246,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPAB,1.0032992,0.85005015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPH1,1.4476459,1.567888,0.0,1.402276,1.1869671,1.3750015,1.3294449,1.4091864,1.4363048,1.3450791,1.3053286,0.0,1.398875
CANX,0.0,0.0,0.0,0.0,0.0,0.79247695,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SQSTM1,0.7083881,0.8761927,0.0,1.4862698,1.1298971,1.2035996,0.8041533,0.9377114,1.4853401,1.4173028,1.6266996,0.0,1.0289898
RACK1,3.057847,2.9969046,0.0,2.978419,2.566557,2.852129,2.8317087,2.7997923,2.880171,2.7049446,2.6860325,2.8098593,2.8722038
SERPINB9,0.0,0.0,0.0,0.0,2.054622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBB2A,0.982081,0.95384073,0.0,0.0,0.0,0.6670812,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0199476
DSP,2.5513048,1.8426896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TFAP2A,0.0,0.0,0.0,0.0,0.0,0.43741384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM14C,0.0,0.0,0.0,0.0,0.0,0.9237247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM14B,0.0,0.0,0.0,0.0,0.0,0.22722206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEDD9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0251917
CD83,0.0,0.0,0.0,0.0,1.9864088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DEK,0.5314283,0.93898714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF144B,1.9813608,1.224397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5917552,0.0,0.0,0.0,0.0,0.0
SOX4,0.0,0.0,0.0,1.9469085,0.0,0.8906358,1.1748452,0.0,0.0,0.0,0.0,0.0,0.0
HLA-A,1.8067062,1.8869339,0.0,2.3963563,1.8857481,2.119814,1.6286523,1.7386985,2.1096148,2.0909004,1.8514626,2.7399206,2.5054111
HLA-E,1.274521,1.410473,0.0,2.6098685,1.104887,1.6535791,0.0,1.562949,1.3503501,0.0,1.141169,1.8732845,2.6740742
TUBB,1.226436,1.5860156,0.0,1.6138145,1.3505626,1.497167,2.0446017,1.4935867,1.8086233,1.8498801,1.9032662,1.4067374,1.4333802
IER3,0.9351158,1.0967491,0.0,1.4615784,1.2281413,0.9687014,1.4286271,1.7708893,2.1496089,2.1591775,1.9302187,0.0,1.5721085
HLA-C,1.5243057,1.6855847,0.0,2.4641933,2.0711842,1.7548189,1.5641589,1.7694728,2.1219666,2.1402867,1.9274545,2.7772887,2.5328555
HLA-B,1.7996734,1.9561975,0.0,2.6376987,2.3988428,1.9777756,1.4649322,2.0977702,2.2141125,2.047192,1.2259618,3.0047705,2.995608
LTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5518593,0.0
LST1,0.0,0.0,0.0,0.0,1.9959192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AIF1,0.0,0.0,0.0,0.0,2.0151632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSNK2B,0.0,0.0,0.0,0.0,0.0,0.6979566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DDAH2,0.0,0.0,0.0,0.0,0.0,0.0,0.8508463,0.0,0.0,0.0,1.3688514,0.0,0.0
CLIC1,1.9389567,2.0556595,0.0,1.6970556,2.2306218,1.861426,1.4857428,1.5080779,1.722356,1.5316527,1.861718,2.0776498,1.9721632
HSPA1A,0.7344635,0.8480605,0.0,1.9868157,2.1092966,1.4426893,2.3961911,2.2480464,2.654686,2.3067355,2.5185332,1.5837029,1.9247826
HSPA1B,0.0,0.0,0.0,1.3993999,0.0,1.1725291,1.7908281,1.6402147,2.1570113,1.9934961,2.0288088,0.0,1.4554077
SNHG32,0.0,0.0,0.0,1.1111977,0.0,0.9220593,1.3230562,0.85052097,1.1417344,0.0,0.0,0.0,0.8809652
TNXB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5491531,0.0,0.0
HLA-DRA,1.0330518,1.0759374,0.0,1.5479138,4.9086046,1.2084637,0.0,0.0,0.0,0.0,0.0,0.0,2.8974674
HLA-DRB5,0.0,0.0,0.0,0.0,2.9000335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7418859
HLA-DRB1,0.0,0.0,0.0,0.0,4.121009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3047028
HLA-DQA1,0.0,0.0,0.0,0.0,3.129848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DQB1,0.0,0.0,0.0,0.0,3.206811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0605572
HLA-DQA2,0.0,0.0,0.0,0.0,1.2814801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
