cluster_name,skos,manual_mapped_cid,cell_ontology_id
Diff. Keratinocytes,,,CL:0000312
EpSC and undiff. progenitors,,,CL:1000428
Erythrocytes,,,CL:0000232
Lymphatic EC,,,CL:0002138
Macrophages+DC,,,CL:0000235
Melanocytes,,,CL:0000148
Mesenchymal fibroblasts,,,CL:0002620
Pericytes,,,CL:0000669
Pro-inflammatory fibroblasts,,,CL:0002620
Secretory-papillary fibroblasts,,,CL:0002620
Secretory-reticular fibroblasts,,,CL:0002620
T cells,,,CL:0000084
Vascular EC,,,CL:0002139
