organ,first_author,journal,year,doi,collection_name,dataset_title,collection_url,explorer_url,h5ad_url,cluster_header,embedding_key,n_cells,n_clusters,median_of_medians_silhouette,median_of_means_silhouette,median_of_stds_silhouette,median_fscore,mean_fscore,n_nsforest_clusters
skin_of_body,Sole-Boldo,Commun Biol,2020,10.1038/s42003-020-0922-4,Single-cell transcriptomes of the human skin reveal age-related loss of fibroblast priming,Single-cell transcriptomes of the human skin reveal age-related loss of fibroblast priming,https://cellxgene.cziscience.com/collections/c353707f-09a4-4f12-92a0-cb741e57e5f0,https://cellxgene.cziscience.com/e/124744b8-4681-474a-9894-683896122708.cxg/,https://datasets.cellxgene.cziscience.com/ba0fb2d9-28c9-4149-8591-694e0b7d9c31.h5ad,Celltype,X_umap,15457,13,0.6279280812212049,0.5316490353344508,0.22710188881848453,0.845082991254685,0.8060108621850739,13
