cluster,count
Macrophages+DC,2228
Secretory-reticular fibroblasts,1886
Pro-inflammatory fibroblasts,1793
Secretory-papillary fibroblasts,1675
Vascular EC,1467
Diff. Keratinocytes,1399
T cells,1281
Pericytes,1220
EpSC and undiff. progenitors,1187
Mesenchymal fibroblasts,594
Erythrocytes,310
Lymphatic EC,294
Melanocytes,123
