,b_memory,cd4_cm,cd4_naive,cd4_tem,cd4_temra,cd4_treg,cd4_trm,cd8_naive,cd8_tem,cd8_temra,cd8_trm,dc2,dc_migratory,ilc3,macrophage,mast_cell,nk_cd56br,nk_ilc_precursor,progenitor
DDX46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.9641596476236979,0.0
MACROH2A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
HNRNPA0,0.3475471768114302,0.39332107040617204,0.3721891674730513,0.38438558247354293,0.4003252387046814,0.47518541746669346,0.415647202067905,0.34490681025716996,0.44532647728919983,0.0,0.4642199244764116,0.0,0.0,0.5028929445478652,0.0,0.0,0.3333333333333333,0.3724675675233205,0.0
HSPA9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CTNNA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PAIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.8467897673447927,0.0,0.0,0.0,0.0,0.0,0.8347119821442498,0.9302312599288093,0.0
UBE2D2,0.8061900635560354,0.0,0.7522893846035004,0.0,0.0,0.0,0.0,0.7697424358791776,0.7222222222222222,0.8278906974527571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7506938444243537
CXXC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
CYSTM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ANKHD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
IK,0.0,0.0,0.0,0.0,0.8707220521238115,0.0,0.0,0.0,0.8404586878087785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.9178405404090881
TAF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.9816358685493469,0.0
NDFIP1,0.0,0.0,0.9359461400243971,0.0,0.0,0.0,0.0,0.9308912224239774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0
ARHGAP26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NR3C1,0.6666666666666666,0.0,0.0,0.0,0.6836719512939453,0.0,0.7423691815800137,0.6903966433472104,0.0,0.0,0.7961859934859805,0.0,0.0,0.6794565651151869,0.0,0.0,0.0,0.7056092752350701,0.0
RBM27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSNK1A1,0.8984364171822866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.838372117943234,0.8616143299473656,0.0,0.0,0.0,0.8333333333333334,0.0,0.0
CD74,0.6437621646457248,0.19297384553485447,0.18314790725708008,0.23591798212793139,0.3520554370350308,0.23491563068495858,0.0,0.1672933730814192,0.2576615975962745,0.29585322075419956,0.16666666666666666,0.6433162921004825,0.661520779132843,0.2615852852662404,0.5391842722892761,0.0,0.3400622540050083,0.31891580753856236,0.0
RPS14,0.13404440217547947,0.15458211302757263,0.2111025783750746,0.11952146887779236,0.092434737417433,0.061286472611957125,0.07302204105589125,0.11357561747233073,0.0894123183356391,0.09978234767913818,0.06924551725387573,0.012938065661324395,0.003723180956310696,0.08161114321814643,0.0,0.03472016586197747,0.018373452954822116,0.01602572202682495,0.006073517931832207
TNIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8492579857508341,0.8835631642076704,0.0,0.0,0.0,0.8333333333333334,0.9105763634045919,0.0
ANXA6,0.9510780175526937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9177809688780043,0.0,0.0,0.0,0.8888888888888888,0.0,0.0
G3BP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
GALNT10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.9748345779048072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYFIP2,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.9607223437892066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLINT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
RNF145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9037403762340546,0.8888888888888888,0.0,0.9006138079696231,0.0,0.0,0.0,0.0
MAT2B,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9697612822055817,0.0,0.0
LCP2,0.0,0.0,0.8876576191849179,0.0,0.9043050871955024,0.0,0.0,0.0,0.8461442622873518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0
NPM1,0.13986906078126696,0.19505601127942404,0.15314178665479025,0.1943599283695221,0.1487753258811103,0.16719154516855875,0.1706754465897878,0.21993241707483926,0.2187860906124115,0.20297223329544067,0.20752008424864876,0.09234372443623012,0.05555555555555555,0.22970179385609096,0.06604037682215373,0.0,0.17269078559345669,0.26812167631255257,0.21786008609665763
STK10,0.0,0.0,0.0,0.0,0.9765504333708022,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP1,0.3239131040043301,0.31303125951025224,0.31224379936854046,0.21720812718073526,0.22031422124968636,0.17064847548802695,0.2304541634188758,0.2943441900942061,0.26991377274195355,0.12711705101860893,0.16192475623554653,0.15284991595480177,0.1320734355184767,0.45207637879583573,0.1111111111111111,0.0,0.4315980076789856,0.11420134703318278,0.0
ERGIC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RPL26L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ATP6V0E1,0.0,0.0,0.8100104199515449,0.0,0.8510947591728635,0.0,0.0,0.0,0.0,0.8902338445186615,0.0,0.0,0.7844309674368964,0.0,0.0,0.0,0.7777777777777778,0.0,0.0
CREBRF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
HIGD2A,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLTB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PRELID1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.9556804067558713,0.0
RGS14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
HNRNPAB,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9756971200307211
HNRNPH1,0.9764510525597466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0
CANX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.0,0.0,0.744313528140386,0.8242681423823038,0.8208034535249075,0.756013251013226,0.736264725526174
SQSTM1,0.28821450140741134,0.0,0.2222222222222222,0.23888110121091208,0.32842816909154254,0.30201028121842277,0.26097748345798916,0.3049009111192491,0.0,0.4024822546376122,0.3325462539990743,0.39197804199324715,0.39753086037105984,0.24137059185240003,0.39581000142627293,0.0,0.490862379471461,0.24750502241982353,0.0
MGAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RACK1,0.11789706680509779,0.1606065034866333,0.22976183229022556,0.0437129173013899,0.06477292047606574,0.07471675674120586,0.050773951742384166,0.17832269271214804,0.09715090526474847,0.053034202920065984,0.052734447850121394,0.008534345361921523,0.0058351655801137286,0.0526469349861145,0.0,0.015702926450305514,0.03527948591444227,0.08370416694217259,0.09284642007615831
IRF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9197087751494514,0.9695869154400296,0.0,0.0,0.0,0.8888888888888888,0.0,0.0
SERPINB9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.9585302207205031,0.0,0.0,0.0,0.0,0.0,0.0
PRP4K,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
LY86,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RIOK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NEDD9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GFOD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NOL7,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9133395387066735,0.8956239091025459
RANBP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
CD83,0.857926156785753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.891407761308882,0.9139390620920393,0.0,0.8223319086763594,0.0,0.7777777777777778,0.0,0.0
JARID2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.9098718365033468,0.0,0.9233131077554491,0.0,0.0,0.0,0.0
MYLIP,0.8999751210212708,0.0,0.0,0.0,0.851843516031901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8664660056432089,0.8333333333333334,0.0
DEK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.906680683294932,0.9616174499193827,0.0
RNF144B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDP2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIPOR2,0.9437109463744693,0.0,0.9235209822654724,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM38,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H1-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9381677508354187,0.0,0.0,0.8888888888888888,0.9336985283427768,0.0
H4C3,0.0,0.6988444526990255,0.6666666666666666,0.6800117592016856,0.0,0.0,0.0,0.0,0.6802108354038663,0.0,0.0,0.0,0.0,0.6717110077540079,0.0,0.0,0.7941955592897203,0.6884923279285431,0.0
H1-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.8790828883647919,0.0,0.0,0.8674165374702878,0.8708037237326304,0.0
H1-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
BTN3A1,0.968698263168335,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
H1-5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TRIM27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
HLA-F,0.8361511164241366,0.0,0.0,0.0,0.8453825016816457,0.0,0.0,0.0,0.7914712958865695,0.8062093787723117,0.0,0.0,0.0,0.0,0.0,0.0,0.7260159187846713,0.7222222222222222,0.0
HLA-A,0.25151945153872174,0.12941699557834202,0.12293052673339844,0.20661667982737222,0.312752107779185,0.20090695553355747,0.1684547099802229,0.18674023614989388,0.2609803213013543,0.34549323717753094,0.2611162132687039,0.1111111111111111,0.11751249101426867,0.18453391724162632,0.12826127145025465,0.0,0.3014691008461846,0.25368038482136196,0.0
POLR1H,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
PPP1R11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-E,0.29454005426830715,0.13270522157351175,0.14421667324172127,0.19784727692604065,0.32617391149202984,0.19742130239804587,0.11730218927065532,0.1580210162533654,0.1564995547135671,0.3352227442794376,0.18521372808350456,0.05555555555555555,0.06374313765101963,0.11149513721466064,0.0919103291299608,0.12606843643718296,0.14125500122706094,0.15694181455506218,0.0
PPP1R10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
PPP1R18,0.0,0.0,0.0,0.0,0.8084493776162466,0.0,0.0,0.0,0.8271287480990092,0.8488724529743195,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.8080473144849142,0.0,0.0
TUBB,0.0,0.1230632033612993,0.0,0.22841519779629177,0.1432677706082662,0.16615677211019728,0.14449495408270094,0.12110996577474806,0.17801280816396078,0.4860733052094777,0.14255300164222717,0.22636726829740736,0.35920340816179913,0.1111111111111111,0.1747669279575348,0.22196824020809597,0.18828496005800036,0.6045352021853129,0.4763101405567593
FLOT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
IER3,0.0,0.5561442077159882,0.5555555555555556,0.0,0.6154813832706876,0.0,0.0,0.0,0.0,0.5914416180716621,0.0,0.7315393222702874,0.7288681599828932,0.6278428567780389,0.747265229622523,0.0,0.558520644903183,0.0,0.0
HLA-C,0.15227482716242471,0.16929271817207336,0.18500502904256186,0.21962710552745396,0.3628976609971788,0.18403919868999058,0.17058122489187452,0.16378897759649488,0.2966496977541182,0.3644028670257992,0.210058503680759,0.11758730477756923,0.13527839382489523,0.15465565191374886,0.1111111111111111,0.0,0.1656608415974511,0.2897484136952294,0.0
HLA-B,0.22818398475646973,0.12040199173821343,0.12073571152157253,0.2208129564921061,0.2520943780740102,0.19171420401997036,0.16685923602845934,0.17327389783329433,0.21927190158102247,0.2718338734573788,0.23816953102747598,0.0950193272696601,0.09496492147445679,0.12628393371899924,0.10723758074972364,0.0,0.15192178222868177,0.18975449932946098,0.05555555555555555
MICB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DDX39B,0.786937458647622,0.7777777777777778,0.0,0.0,0.8241703245374892,0.0,0.0,0.7950706316365136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.867898424466451,0.0,0.0
LTB,0.7420311702622308,0.6875850591394637,0.7334961990515391,0.6161309248871274,0.0,0.6207941571871439,0.0,0.6345408095253838,0.0,0.0,0.0,0.0,0.0,0.6834836337301466,0.0,0.0,0.0,0.6111111111111112,0.0
LST1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
CSNK2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8560571405622694,0.0,0.0,0.0,0.7795191407203674,0.7777777777777778,0.0,0.0,0.0,0.7957664926846822,0.9498729738924239,0.0
CLIC1,0.05555555555555555,0.0757173134220971,0.07502793934610155,0.15897205140855578,0.33909885750876534,0.1448153422938453,0.10707983043458727,0.13838655087682936,0.20505249831411573,0.4975420766406589,0.1245427197880215,0.16411556800206503,0.13732421729299757,0.16682402955161202,0.0567687816090054,0.3526911603079902,0.36388929684956867,0.3491201400756836,0.0
VARS1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LSM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
HSPA1A,0.2579337954521179,0.38306082950698006,0.3235810034804874,0.19883330663045248,0.4178686870468987,0.27883749537997776,0.23408405648337471,0.10381638341479832,0.1589936912059784,0.17043919695748222,0.0638207991917928,0.09834825661447313,0.05555555555555555,0.3551699419816335,0.1341125170389811,0.0,0.3184644778569539,0.23461542195743984,0.1284657915433248
HSPA1B,0.4301282895935906,0.4006976717048221,0.39852504266632927,0.3457494245635139,0.435347361697091,0.3182421392864651,0.23166770405239528,0.0848413540257348,0.12830908762084114,0.21090714799033272,0.07309471567471822,0.10118384493721856,0.05555555555555555,0.400718801551395,0.16364836030536228,0.0,0.20268356137805515,0.21884960929552713,0.18247154023912218
SNHG32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NELFE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ATF6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
RNF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
GPSM3,0.5474806494183011,0.5302752355734507,0.6300510764122009,0.48400434189372593,0.5834269523620605,0.0,0.4444444444444444,0.5234622094366286,0.48921742373042637,0.5823181039757199,0.0,0.0,0.0,0.49001211921374005,0.0,0.0,0.4635810587141249,0.0,0.0
HLA-DRA,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8706001142660776,0.8753268619378408,0.0,0.8377222153875563,0.0,0.0,0.0,0.0
HLA-DRB5,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.895982003874249,0.90267480413119,0.0,0.851497060722775,0.0,0.0,0.0,0.0
HLA-DRB1,0.7654693226019541,0.0,0.0,0.0,0.6841059194670783,0.0,0.0,0.0,0.6666666666666666,0.7135438753498925,0.0,0.8183139065901438,0.8292923304769728,0.0,0.7370431356959872,0.0,0.0,0.0,0.0
HLA-DQA1,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8999921977519989,0.9120929274294112,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DQB1,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9106832808918424,0.9157733718554179,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DQA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9788768092791239,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DOB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PSMB8,0.7634958955976698,0.0,0.0,0.0,0.7830060621102651,0.0,0.0,0.8057301309373643,0.7881780332989163,0.0,0.7724676231543223,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.0,0.0
TAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9911436604128944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0
HLA-DMB,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DMA,0.9591196212503645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRD2,0.532517092095481,0.0,0.0,0.5241261257065667,0.5,0.576163477367825,0.0,0.5181319647365146,0.5760964188310835,0.0,0.6493249502446916,0.0,0.0,0.5610085527102152,0.0,0.0,0.6104397839970059,0.8190037773715125,0.0
HLA-DPA1,0.8202506634924147,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.8550326526165009,0.8649289939138625,0.0,0.7871795230441623,0.0,0.0,0.0,0.0
HLA-DPB1,0.8013941182030572,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.8733331892225478,0.8779697219530741,0.0,0.8200211856100295,0.0,0.0,0.0,0.0
RPS18,0.10512207282914056,0.08650710847642687,0.11035221483972338,0.09145804908540514,0.03784091605080499,0.06138765149646335,0.07389499412642585,0.11483007669448853,0.07023730211787754,0.07601648569107056,0.07398026850488451,0.006817029582129585,0.0011817912260691326,0.03547641303804186,0.0,0.010416845480600992,0.01788012186686198,0.09047437045309278,0.04033207562234667
PFDN6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TAPBP,0.9185094038645426,0.0,0.0,0.0,0.9303946296374003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0
PHF1,0.9444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9639031721485986,0.0
CUTA,0.0,0.7976126935746934,0.0,0.7909228768613603,0.0,0.8144333428806729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8105630775292715,0.0,0.0,0.0,0.7777777777777778,0.0
HMGA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.9782900280422635,0.0
SNRPC,0.9852718412876129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0
RPL10A,0.2751058108276791,0.20836828483475578,0.2758128146330516,0.1686538126733568,0.14140889710850185,0.13705145319302878,0.1490013665623135,0.22218824757470024,0.24790800280041164,0.13205194804403517,0.12006823552979363,0.07614252633518642,0.05555555555555555,0.14409915606180826,0.05982664227485657,0.061585585276285805,0.11750705374611749,0.21096640162997776,0.0
FKBP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSF3,0.3333333333333333,0.35967880487442017,0.3666098978784349,0.3427210549513499,0.33828399578730267,0.4072370198037889,0.3699130151006911,0.38845308621724445,0.3429114520549774,0.49825013677279156,0.36459170116318596,0.0,0.0,0.5214834610621134,0.0,0.0,0.0,0.41065483954217696,0.0
CDKN1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7383860813246833,0.0,0.7566266357898712,0.7931987974378798,0.0,0.7234560781055026,0.0,0.0,0.7222222222222222,0.7371851205825806
MTCH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9036009477244483,0.9091061155001322,0.0,0.0,0.0,0.0,0.8888888888888888,0.0
PIM1,0.0,0.0,0.8333333333333334,0.0,0.8518050809701284,0.0,0.0,0.0,0.8578338523705801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8334176805284288,0.0
GLO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.9260803129937913,0.9748518930541145
TOMM6,0.0,0.0,0.9751178820927938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9444444444444444,0.0,0.0
CCND3,0.0,0.7222222222222222,0.7625520129998525,0.0,0.7404894762569003,0.0,0.0,0.7290126515759362,0.0,0.0,0.0,0.0,0.0,0.7903991639614105,0.0,0.0,0.7253417405817244,0.0,0.0
PEX39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
