,b_memory,cd4_cm,cd4_naive,cd4_tem,cd4_temra,cd4_treg,cd4_trm,cd8_naive,cd8_tem,cd8_temra,cd8_trm,dc2,dc_migratory,ilc3,macrophage,mast_cell,nk_cd56br,nk_ilc_precursor,progenitor
MAP3K13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22380723,0.0
TRA2B,0.53209877,0.18928419,0.0,0.0,0.69894975,0.0,0.0,0.0,0.7058942,0.0,0.0,0.0,0.0,0.5505898,0.0,0.0,0.8522137,0.0,0.9305274
EIF4A2,1.1184624,1.1420794,1.1343364,0.9720422,1.0850843,1.2372562,1.1049398,1.157033,1.3905203,0.9698353,1.2618163,0.5731772,0.40490445,1.1042584,0.0,1.13465,1.1007744,1.2446164,0.0
ST6GAL1,0.5227829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC50,0.5666929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP13A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1184804,0.901674,0.0,1.4755366,0.0,0.0,0.6760327,0.0
FAM43A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
ACAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39857352,0.0,0.0
PPP1R2,0.0,0.7229376,0.5943635,0.77672654,0.0,0.8480318,0.84163034,0.7796376,0.84567344,0.9072202,0.83395773,0.0,0.0,0.67913127,0.0,0.0,0.5120857,0.0,0.0
PAK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28209874,0.0,0.0,0.0,0.8182527,0.0,0.0
NCBP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
RUBCN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35060424,0.0,0.0,0.0,0.0,0.0,0.0
FYTTD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3897459,0.0,0.0,0.0,0.0,0.0,0.0
RPL35A,2.691257,2.8516178,2.9417777,2.9240425,2.3506634,2.6706831,2.7600045,2.8547595,2.8860545,2.6131406,2.6338227,2.4623864,2.3460088,2.4590588,2.3172255,2.7346,2.4737616,2.4533029,2.5272353
ATP5ME,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4918733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24021037,0.0,0.94037396
TMEM175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
SPON2,0.0,0.0,0.0,0.0,0.40147984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLBP,0.56590044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40178692,0.0,0.0
MFSD10,0.50694203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRFAP1,0.53209877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5610374,0.0
GRPEL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24021037,0.0,0.0
BOD1L1,0.8775513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72557294,0.0,0.0,0.0,0.0,0.0,0.0,0.2641797,0.0,0.0
FBXL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406571,0.0
FGFBP2,0.0,0.0,0.0,0.0,1.6782439,0.0,0.0,0.0,0.0,0.9072202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
SEL1L3,0.5666929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBPJ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4728188,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.8576977,0.0
KLF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8037504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RFC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5610374,0.0
RPL9,2.455689,2.5072875,2.6473758,2.4721615,2.0793834,2.3413002,2.4348235,2.514495,2.2421865,2.285951,2.3933868,1.9893597,1.9545184,2.1640687,1.798681,2.1482892,1.9566381,2.0492961,2.2180247
SMIM14,0.50694203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDS5A,0.50694203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHOH,0.0,0.18928419,0.0,0.0,0.6212623,0.0,0.0,0.0,0.0,0.9478778,0.0,0.0,0.0,0.0,0.0,0.0,0.6179022,0.22380723,0.0
TXK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.705189,0.0,0.0
FRYL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
OCIAD1,0.56590044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHIC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8522137,0.0,0.0
KIT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6973847,0.0,1.0319381,0.0,0.0,0.0
CEP135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
HOPX,0.0,0.0,0.0,0.0,0.9314251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.745026,0.0,0.0,0.705189,0.0,0.0
REST,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72557294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGFBP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8045997,0.0
GRSF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406571,0.0
CXCL8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2848978,4.0224414,0.0,2.9590535,0.0,0.0,0.0,0.0
CXCL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83047855,0.0,0.0,0.0,0.0
CXCL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7409978,1.108876,0.0,1.3211632,0.0,0.6418716,0.0,0.0
AREG,0.50694203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1786966,0.0,1.4372044,0.44056085,1.5491366,2.3400245
G3BP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6158027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.406571,0.0
CCNI,1.4588552,0.9937769,0.7934249,1.1599185,0.9526634,1.1410936,1.1300733,1.113922,1.332299,0.9698353,1.2020673,0.73992974,0.85610175,1.0798804,0.0,1.2431405,0.907014,1.1809505,1.4040587
HNRNPD,0.50694203,0.0,0.6953198,0.0,0.0,0.0,0.0,0.5508892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83925056,0.0,0.0
HNRNPDL,0.86433625,0.9932902,1.0822029,1.141908,1.2488027,1.1809505,1.247576,1.0139804,1.360598,1.7770739,1.2902551,1.0392923,0.7600926,0.6973847,0.82514906,0.0,1.1007744,0.9182804,0.0
PLAC8,0.5666929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2641797,0.0,0.0
GPAT3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6928778,0.89771694,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP24,0.5227829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27765974,0.0,0.0,0.0,0.0,0.0,0.0
PPM1K,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
HPGDS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.256114,0.0,0.0,0.0
METAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
DAPP1,0.50694203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57922447,1.1897563,0.0,0.0,0.0,0.0,0.0,0.0
DNAJB14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22380723,0.0
H2AZ1,0.0,0.718903,0.6270128,0.71156895,0.68417394,0.88092244,0.9135778,0.7934249,1.0247468,1.0177662,0.955393,1.0630672,1.36945,0.0,0.0,0.0,0.8182527,0.6760327,0.57687706
BANK1,1.3986466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFKB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5760297,1.7663519,0.0,0.65634006,0.0,0.84234774,0.5610374,0.0
UBE2D3,0.8775513,0.8218305,0.82867515,0.9015345,0.9059119,0.7555277,0.97480017,0.89242995,0.5889169,0.0,1.1591957,1.0455059,0.73523307,0.59762055,1.0272337,0.0,1.030942,0.8576977,0.9305274
TET2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4505896,0.0,0.0,0.0,0.0,0.0,0.0
PPA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
AIMP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24021037,0.0,0.0
LEF1,0.0,0.8223874,1.144418,0.0,0.0,0.0,0.0,0.65535116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPL34,3.3191247,3.2930026,3.3434422,3.3408744,2.7352264,3.1663158,3.1733923,3.257985,3.3092747,3.005012,3.0561194,2.826112,2.5522506,3.0037682,2.6128025,3.303823,2.795939,2.510318,2.7618387
OSTC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2641797,0.0,0.0
MCUB,0.53209877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMK2D,0.50694203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000269893,1.2699543,0.49264795,0.0,0.7543774,0.0,0.0,0.0,0.6301565,0.3678207,0.0,0.569645,0.0,0.0,0.7673841,0.0,0.0,0.32749718,0.406571,0.0
ARLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62724197,0.27765974,0.6659126,0.8966502,0.0,0.0,0.0,0.0
ANXA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84304833,0.72557294,0.0,1.7299225,1.6287056,0.59762055,1.9334996,1.2226454,0.0,0.0,1.6281774
JADE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
SLC7A11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5769594,0.0,0.0,0.0,0.0,0.0,0.0
ELF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
TBC1D9,0.50694203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMARCA5,0.53209877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OTUD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6760327,0.0
RPS3A,2.7862854,3.310299,3.4312487,3.0496132,2.7229285,2.9487445,2.9505577,3.16417,2.887157,2.7583797,2.8844829,2.438921,2.4731445,2.6724925,2.1553411,2.7128434,2.978689,2.5816958,3.389869
TMEM154,0.5227829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLRG1,0.53209877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
HMGB2,0.0,0.0,0.0,0.0,0.3356353,0.0,0.0,0.0,0.3678207,0.9072202,0.8402114,0.0,0.0,0.0,0.0,0.0,0.0,1.3125005,0.0
HPGD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5614562,0.0,0.0,0.0
SPCS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24021037,0.0,0.0
ANKRD37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43280566,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDCD6,0.5227829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LPCAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
MRPL36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406571,0.0
MED10,0.5227829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43612653,0.0,0.0
MTRR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24021037,0.0,0.0
OTULIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
ZNF622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
BASP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3960063,1.8498129,0.0,0.977577,0.0,0.0,0.0,0.0
GOLPH3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50439006,0.0,0.0
ZFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
SUB1,0.5227829,0.70143795,0.7934249,0.6483611,0.9816883,0.745026,0.0,0.7796376,0.96997356,0.9698353,0.0,0.47830772,0.4284507,0.0,0.0,0.0,0.9527627,0.0,0.0
TARS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22380723,0.0
DNAJC21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24021037,0.0,0.0
IL7R,0.0,1.4552128,1.2732875,1.7856368,0.32204792,0.88092244,2.054797,1.9535801,0.0,0.0,2.2308576,0.0,0.0,2.17217,0.0,0.0,0.0,0.0,0.0
NIPBL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
FYB1,0.0,0.9600365,1.0822029,0.8005128,0.75081885,0.0,0.8711413,0.8201118,0.0,0.0,0.7254406,0.0,0.0,0.0,0.0,0.0,0.2641797,0.0,0.0
PTGER4,0.0,0.0,0.0,0.0,0.28562698,0.0,0.70378494,0.0,0.31113055,0.9478778,0.6900338,0.30690622,0.38993105,0.0,0.0,0.0,0.0,0.0,0.0
RPL37,3.1067371,3.0336437,3.1720915,3.0674632,2.7968905,2.842568,2.867797,3.0602112,3.017704,2.8215148,2.5534768,2.8080292,2.6446686,2.8056595,2.659996,2.9102826,2.377326,2.5816958,2.5867689
EMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24021037,0.0,0.0
PARP8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99575835,0.0,0.0,0.0,0.0,0.0,0.76805806,0.0,0.0
GZMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9527627,0.0,0.0
GZMA,0.0,0.0,0.0,0.0,1.1880424,0.0,0.0,0.0,0.0,1.0177662,0.0,0.0,0.0,0.0,0.0,0.0,1.4483542,0.0,0.0
MAP3K1,0.53209877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPBP1,0.5666929,0.0,0.0,0.0,0.647753,0.0,0.0,0.0,0.0,0.0,0.0,0.7494942,0.89726806,0.0,0.0,0.0,0.24021037,0.0,0.0
SMIM15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
KIF2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72557294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6760327,0.0
PIK3R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91242003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0383552,0.22380723,0.0
AK6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57687706
BTF3,1.4588552,1.5019372,1.6195233,1.4500179,1.4108016,1.3900054,1.4277761,1.3930088,1.5521619,1.4907439,1.434938,1.2333375,1.1756532,0.96910197,0.9486424,1.4636743,1.2120285,1.8611153,1.6281774
NSA2,0.5227829,0.6418934,0.6761469,0.0,0.0,0.0,0.0,0.73727953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.5698055
POLK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22380723,0.0
IQGAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9013976,0.8127727,0.0
TBCA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25673515,0.0,0.0,0.3450655,0.30284315,0.0,0.0,0.0,0.0,0.0,0.0
RPS23,2.9987638,3.222085,3.3797429,3.0196242,2.800951,2.9165196,2.8644714,3.1336954,3.123054,2.8215148,2.7968295,2.602711,2.459548,2.8539248,2.2505038,2.590201,2.5165896,2.1665933,2.7947454
TMEM167A,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6760327,0.0
COX7C,1.1900625,1.5134331,1.505889,1.3688655,1.1841357,1.3250517,1.3581719,1.3563783,1.4353423,1.0177662,1.0460166,1.1005411,0.9362952,0.96910197,0.8309729,1.2869097,0.9150827,0.8576977,0.0
CCNH,0.0,0.0,0.0,0.78646773,0.0,0.6686921,0.0,0.0,0.75558484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24021037,0.0,0.0
MEF2C,0.5227829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406571,0.0
ELL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22898863,0.0,0.0,0.65885377,0.0,0.0,0.0,0.0
ENSG00000153113,0.0,0.0,0.0,0.0,0.6076749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2641797,0.0,0.0
LNPEP,0.50694203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50439006,0.406571,0.0
CHD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24021037,0.0,0.0
ST8SIA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9894738,0.9817952,0.0,0.0,0.0,0.0,0.0,0.0
STARD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13439381,0.0,0.0
ENSG00000224032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2641797,0.6760327,0.0
REEP5,0.0,0.0,0.0,0.0,0.28562698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6281774
COMMD10,0.5227829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFAIP8,0.84174526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0069691,0.86109823,0.0,0.0,0.0,0.0,0.0,0.0
CSNK1G3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57052034,0.0,0.0
HINT1,1.1184624,1.1870308,1.3244826,1.2211999,1.5708127,1.2155493,1.0166842,1.3454962,1.3403571,1.0177662,0.8859305,0.7606203,0.966812,0.96910197,0.0,0.0,1.0927057,1.3125005,1.7388412
CDC42SE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6760898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAPGEF6,0.0,0.0,0.49270627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57052034,0.0,0.0
ENSG00000197536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72557294,0.0,0.0,0.0,0.0,0.0,0.0,0.50439006,0.0,0.0
IRF1,0.0,0.0,0.6829587,0.0,0.97542804,0.0,0.0,0.0,0.33801636,0.9625559,0.0,0.0,1.0434301,0.0,0.0,0.0,0.907014,0.406571,0.0
UQCRQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72557294,0.0,0.0,0.0,0.0,0.0,0.30225897,0.32749718,0.0,0.0
AFF4,0.50694203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25673515,0.0,0.0,0.46046895,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5610374,0.0
VDAC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2275216,0.36183313,0.0,0.0,0.0,0.0,0.8045997,1.1950641
TCF7,0.5227829,1.027637,1.4933147,0.0,0.0,0.0,0.0,1.1644592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SKP1,0.5227829,0.76412547,0.78226167,0.71156895,0.7360431,0.99317604,0.0,0.73727953,0.84244776,0.0,0.84075207,0.5127261,0.36183313,1.0092907,0.4438166,1.5691118,0.8182527,0.9182804,0.94037396
PPP2CA,0.0,0.0,0.0,0.0,0.37690184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59762055,0.0,0.0,0.32749718,0.0,0.0
UBE2B,0.0,0.0,0.6761469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7513754,0.0,0.0,0.0,0.0,0.0,0.0,0.22380723,0.0
SAR1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24021037,0.0,0.0
CAMLG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.50439006,0.8045997,0.0
